code,description,brochures,product_url
38-745-01-07,"TMJ clamp, acc. to Dolwick, small, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-745-01-07/
38-745-02-07,"TMJ clamp, acc. to Dolwick, large, total length 16.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-745-02-07/
38-750-16-07,"TMJ spreader, acc. to Champy, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-750-16-07/
38-751-01-07,"Retractor, acc. to Wilkes, left, working end length left 26 mm, working end length right 20 mm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-751-01-07/
38-751-02-07,"Retractor, acc. to Wilkes, right, working end length left 20 mm, working end length right 26 mm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-751-02-07/
38-751-03-07,"Retractor, acc. to Wilkes, straight, working end length left 26 mm, working end length right 26 mm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-751-03-07/
38-780-00-07,"Osteotome, acc. to Bauer, straight, width 6 mm, total length 20.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-780-00-07/
38-780-01-07,"Osteotome, acc. to Bauer, straight, width 8 mm, total length 20.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-780-01-07/
38-781-00-07,"Osteotome, acc. to Bauer, bent, width 6 mm, total length 20.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-781-00-07/
38-781-01-07,"Osteotome, acc. to Bauer, bent, width 8 mm, total length 20.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-781-01-07/
38-783-01-07,"Osteotome, acc. to Epker-Bauer, curved, width 8 mm, total length 17.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-783-01-07/
38-786-04-07,"Osteotome, acc. to Dautrey-Munro, width 4 mm, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-786-04-07/
38-786-06-07,"Osteotome, acc. to Dautrey-Munro, width 6 mm, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-786-06-07/
38-786-08-07,"Osteotome, acc. to Dautrey-Munro, width 8 mm, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-786-08-07/
38-786-10-07,"Osteotome, acc. to Dautrey-Munro, width 10 mm, total length 16 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-786-10-07/
38-786-12-07,"Osteotome, acc. to Dautrey-Munro, width 12 mm, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-786-12-07/
38-786-14-07,"Osteotome, acc. to Dautrey-Munro, width 14 mm, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-786-14-07/
38-786-16-07,"Osteotome, acc. to Dautrey-Munro, width 16 mm, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-786-16-07/
38-790-04-07,"Osteotome, acc. to Dunn-Dautrey, straight, width 4 mm, total length 16.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-790-04-07/
38-790-06-07,"Osteotome, acc. to Dunn-Dautrey, straight, width 6 mm, total length 17 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-790-06-07/
38-790-08-07,"Osteotome, acc. to Dunn-Dautrey, straight, width 8 mm, total length 17 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-790-08-07/
38-791-01-07,"Osteotome, acc. to Dunn-Dautrey, curved, width 6 mm, total length 17 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-791-01-07/
38-791-03-07,"Osteotome, acc. to Dunn-Dautrey, strongly curved, width 6 mm, total length 17 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-791-03-07/
38-793-03-07,"Osteotome, acc. to Dunn-Dautrey, working end width 8 mm, total length 16.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-793-03-07/
38-796-04-07,"Osteotome, acc. to Epker, straight, width 4 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-796-04-07/
38-796-06-07,"Osteotome, acc. to Epker, straight, width 6 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-796-06-07/
38-796-08-07,"Osteotome, acc. to Epker, straight, width 8 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-796-08-07/
38-797-04-07,"Osteotome, acc. to Epker, curved, width 4 mm, total length 18 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-797-04-07/
38-797-06-07,"Osteotome, acc. to Epker, curved, width 6 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-797-06-07/
38-799-06-07,"Osteotome, acc. to Epker, strongly curved, width 6 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-799-06-07/
38-799-08-07,"Osteotome, acc. to Epker, strongly curved, width 8 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-799-08-07/
38-800-04-07,"Bone chisel, acc. to Iglhaut, width 5 mm, length 17 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-800-04-07/
38-800-05-07,"Flat chisel, acc. to Iglhaut, width 5 mm, length 17 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-800-05-07/
38-810-01-07,"Spatula osteotome, acc. to Urata, working end width 3.7 mm, total length 15 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-810-01-07/
38-810-02-07,"Spatula osteotome, acc. to Martini, working end width 4.5 mm, total length 15 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-810-02-07/
38-810-03-07,"Spatula osteotome, acc. to Martini, working end width 7 mm, total length 15 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-810-03-07/
38-810-04-07,Discontinued / No Description Found,Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-810-04-07/
38-829-00-07,"Lip and cheek retractor, acc. to Hargis, total length 16 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-829-00-07/
38-831-01-07,"Ramus hook, acc. to Hargis, left, total length 19.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-831-01-07/
38-831-02-07,"Ramus hook, acc. to Hargis, right, total length 19.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-831-02-07/
38-833-18-07,"Mandibular body hook, acc. to Hargis, curved, total length 17.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-833-18-07/
38-835-19-07,"Anterior border stripper, acc. to Hargis, total length 18.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-835-19-07/
38-837-01-07,"Periosteal Elevator, acc. to Hargis, right, width 6.5 mm, total length 23.5 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-837-01-07/
38-837-02-07,"Periosteal Elevator, acc. to Hargis, right, width 9 mm, total length 23 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-837-02-07/
38-837-03-07,"Periosteal Elevator, acc. to Hargis, left, width 6.5 mm, total length 23.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-837-03-07/
38-837-04-07,"Periosteal Elevator, acc. to Hargis, left, width 9 mm, total length 23 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-837-04-07/
38-839-18-07,"Piriformis hook, acc. to Hargis, 45 mm x 7 mm, total length 18.5 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-839-18-07/
38-841-22-07,"Pterygoid osteotome, acc. to Hargis, width 10 mm, total length 22 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-841-22-07/
38-843-19-07,"Bone barrel clamp, acc. to Hargis, with chain, total length 19 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-843-19-07/
38-843-99-07,"Chain, alone, for 38-843-19, total length 55 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-843-99-07/
38-845-01-07,"Separator, acc. to Smith, right, width 9 mm, total length 18.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-845-01-07/
38-845-02-07,"Separator, acc. to Smith, left, width 9 mm, total length 18.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-845-02-07/
38-846-20-07,"Ramus separator, acc. to Smith, total length 23.5 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 90-229-02-04 Transversal Distraction Overview | Sophisticated Transversal Distractors in CMF Surgery (https://www.klsmartin.com/mediathek/90-229-02-04_Transversal_distraction_overview.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-846-20-07/
38-850-01-07,Discontinued / No Description Found,Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-850-01-07/
38-850-02-07,Discontinued / No Description Found,Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-850-02-07/
38-851-16-07,"Madibular retractor, acc. to Terry, total length 16.5 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-851-16-07/
38-853-24-07,"Ramus pusher, acc. to Terry, total length 24 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-853-24-07/
38-856-19-07,"Septal osteotome, acc. to Terry, total length 19 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-856-19-07/
38-870-17-07,"Madibular retractor, acc. to Turvey, total length 17 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-870-17-07/
38-875-18-07,"Elevator, acc. to Steinhäuser, strongly curved, total length 18.5 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/38-875-18-07/
38-877-00-07,"Elevator, acc. to Steinhäuser, extra long, total length 27 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-877-00-07/
38-878-01-07,"Ramus clamp, acc. to Steinhäuser, right, total length 16 cm",Plastic Surgery,https://www.klsmartin.com/shop/en/products/product/38-878-01-07/
38-878-02-07,"Ramus clamp, acc. to Steinhäuser, left, total length 16 cm",Plastic Surgery,https://www.klsmartin.com/shop/en/products/product/38-878-02-07/
38-881-07-07,"Ramus osteotome, acc. to Steinhäuser, flexible, width 7 mm, total length 17 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-881-07-07/
38-881-10-07,"Ramus osteotome, acc. to Steinhäuser, flexible, width 10 mm, total length 17 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-881-10-07/
38-883-07-07,"Chisel, acc. to Steinhäuser, width 7 mm, total length 19 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-883-07-07/
38-883-11-07,"Chisel, acc. to Steinhäuser, width 11 mm, total length 19 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-883-11-07/
38-883-15-07,"Chisel, acc. to Steinhäuser, width 15 mm, total length 19 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-883-15-07/
38-885-18-07,"Reduction instrument, acc. to Steinhäuser, width 6 mm, total length 18 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-885-18-07/
38-893-16-07,"Orbita elevator, acc. to Steinhäuser, width 3 mm, total length 16.5 cm",Plastic Surgery,https://www.klsmartin.com/shop/en/products/product/38-893-16-07/
38-895-05-07,"Orbita osteotome, acc. to Steinhäuser, width 5 mm, total length 18 cm",Plastic Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/38-895-05-07/
38-895-08-07,"Orbita osteotome, acc. to Steinhäuser, width 8 mm, total length 18 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/38-895-08-07/
38-899-06-07,"Osteotome, acc. to Wolford, angled, width 6 mm, total length 21.5 cm",90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/38-899-06-07/
38-899-08-07,"Osteotome, acc. to Wolford, angled, width 8 mm, total length 21.5 cm",Plastic Surgery,https://www.klsmartin.com/shop/en/products/product/38-899-08-07/
39-003-18-07,"Cleft palate hooklet, acc. to Salyer, long, angled, width 5.5 mm, length 18 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-003-18-07/
39-027-18-07,"Cleft palate elevator, acc. to Salyer, graduated, angled, width 2.9 mm, length 18 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-027-18-07/
39-100-17-07,"Cleft palate raspatory, acc. to Jaboma, curved, total length 17 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-100-17-07/
39-101-18-07,"Palatal raspatory, left curved, width 4 mm, length 14 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-101-18-07/
39-102-18-07,"Palatal raspatory, right curved, width 4 mm, length 14 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-102-18-07/
39-139-21-07,"Palatal needle, acc. to Hurd, left, length 20.5 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-139-21-07/
39-220-22-07,"Tonsil knife, acc. to Fisher, length 22.5 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-220-22-07/
39-311-19-07,"Gauze packer, acc. to Luniatschek, width 3 mm/ 3 mm, length 17.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/39-311-19-07/
39-311-20-07,"Gauze packer, acc. to Luniatschek, width 3 mm/ 3 mm, length 17.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-311-20-07/
39-506-92-98,Feather alone to tonsil snare,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-506-92-98/
39-511-40-07,"Wire loop for tonsil snares, pack of 100 pieces, Ø 40 x 0.3 mm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-511-40-07/
39-525-01-07,"Tonsil snare, acc. to Tyding, with one straight tip",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-525-01-07/
39-541-13-07,"Tonsil forceps, acc. to Hartmann, cutting through, shaft length 120 mm, cut Ø 13 mm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-541-13-07/
39-581-01-07,"Universal pliers handle, acc. to Huber",General Surgery,https://www.klsmartin.com/shop/en/products/product/39-581-01-07/
39-584-20-07,"Interchangeable tube, straight, 22 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/39-584-20-07/
39-584-30-07,"Interchangeable tube, straight, 32 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/39-584-30-07/
39-584-40-07,"Interchangeable tube, straight, 41 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/39-584-40-07/
39-584-90-98,Inner part for extension tube 39-584-20,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-584-90-98/
39-587-20-07,"Extension tube, according to Brünings, curved, length 18 cm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-587-20-07/
39-604-01-07,"Tip for laryngo forceps, acc. to Seiffert, coarsely grooved, cutting width 2.5 mm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-604-01-07/
39-616-02-07,"Tip for laryngo forceps, acc. to Brünings, Figure 2, cut Ø 3 mm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-616-02-07/
39-618-02-07,"Tip for laryngo forceps, acc. to Brünings, Figure 2, lengthwise, cutting width 2 mm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-618-02-07/
39-632-01-07,"Tip for laryngo forceps, acc. to Krause, with high arch, cutting width 4.5 mm",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/39-632-01-07/
39-781-16-01,Discontinued / No Description Found,Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-781-16-01/
39-782-08-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 00, Ø 8 mm, length 18.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/39-782-08-04/
39-782-10-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 0, Ø 10 mm, length 18.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/39-782-10-04/
39-782-12-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 1, Ø 12 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-12-04/
39-782-14-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 2, Ø 14 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-14-04/
39-782-16-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 3, Ø 16 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-16-04/
39-782-18-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 4, Ø 18 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-18-04/
39-782-20-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 5, Ø 20 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-20-04/
39-782-22-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 6, Ø 22 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-22-04/
39-782-24-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 7, Ø 24 mm, length 18.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/39-782-24-04/
39-782-26-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 8, Ø 26 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-26-04/
39-782-28-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 9, Ø 28 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-28-04/
39-782-30-04,"Laryngeal mirror, rhodium-plated, flat, with fixed handle, figure 10, Ø 30 mm, length 18.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-782-30-04/
39-785-16-01,Discontinued / No Description Found,Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-785-16-01/
39-786-08-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 00, Ø 8 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-08-04/
39-786-10-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 0, Ø 10 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-10-04/
39-786-12-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 1, Ø 12 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-12-04/
39-786-14-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 2, Ø 14 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-14-04/
39-786-16-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 3, Ø 16 mm, length 13.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/39-786-16-04/
39-786-18-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 4, Ø 18 mm, length 13.5 cm",91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/39-786-18-04/
39-786-20-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 5, Ø 20 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-20-04/
39-786-22-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 6, Ø 22 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-22-04/
39-786-24-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 7, Ø 24 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-24-04/
39-786-26-04,"Laryngeal mirror, rhodium-plated, flat, without handle, figure 8, Ø 26 mm, length 13.5 cm",Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/39-786-26-04/
