code,description,brochures,product_url
12-420-15-07,"Tissue forceps, russian-type, length 15 cm","General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-420-15-07/
12-420-20-07,"Tissue forceps, russian-type, length 20 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-420-20-07/
12-420-25-07,"Tissue forceps, russian-type, length 25,5 cm","General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-420-25-07/
12-426-14-07,"Tissue forceps, acc. to Durante, length 14,5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-426-14-07/
12-426-16-07,"Tissue forceps, acc. to Durante, length 16 cm","General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-426-16-07/
12-426-20-07,"Tissue forceps, acc. to Durante, length 20,5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-426-20-07/
12-426-25-07,"Tissue forceps, acc. to Durante, length 25 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-426-25-07/
12-444-18-07,"Forceps, acc. to Stille-Barraya, 3 x 4 teeth, length 18 cm","General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-444-18-07/
12-451-18-07,"Tissue forceps, acc. to Bonney, 1 x 2 teeth, length 17.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-451-18-07/
12-456-23-07,"Forceps, acc. to Mayo, russian-type, length 23 cm","General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-456-23-07/
12-460-18-07,"Forceps, fenestrated jaws, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-460-18-07/
12-460-23-07,"Forceps, fenestrated jaws, length 23 cm","General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-460-23-07/
12-466-23-07,"Forceps, acc. to Nelson, 7 x 6 teeth, length 23 cm","Plastic Surgery; General Surgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-466-23-07/
12-467-23-07,"Forceps, acc. to Resano, length 23 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-467-23-07/
12-468-18-07,"Tubal forceps, acc. to Hepp-Scheidel, plastic coated jaw, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-468-18-07/
12-502-10-07,"Dissecting forceps, straight, fine, length 10 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-502-10-07/
12-503-10-07,"Dissecting forceps, curved, fine, length 10 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-503-10-07/
12-505-10-07,"Dissecting forceps, strongly curved, fine, length 9.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-505-10-07/
12-512-10-07,"Tissue forceps, straight, fine, 1 x 2 teeth, length 10 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-512-10-07/
12-513-10-07,"Tissue forceps, curved, fine, 1 x 2 teeth, length 10 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-513-10-07/
12-515-10-07,"Tissue forceps, strongly curved, fine, 1 x 2 teeth, length 9.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-515-10-07/
12-552-01-07,"Micro forceps, tip Ø 0.15 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-01-07/
12-552-02-07,"Micro forceps, tip Ø 0.20 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-02-07/
12-552-03-07,"Micro forceps, tip Ø 0.30 mm, length 11 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-552-03-07/
12-552-04-07,"Dilating forceps, 10°, Ø 0.10 mm, length 11 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-552-04-07/
12-552-05-07,"Dilating forceps, 10°, Ø 0.20 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-05-07/
12-552-06-07,"Dilating forceps, 10°, Ø 0.30 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-06-07/
12-552-07-07,"Micro forceps, tip Ø 0.15 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-07-07/
12-552-08-07,"Micro forceps, tip Ø 0.20 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-08-07/
12-552-09-07,"Micro forceps, tip Ø 0.30 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-09-07/
12-552-10-07,"Dilating forceps, 10°, Ø 0.10 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-10-07/
12-552-11-07,"Dilating forceps, 10°, Ø 0.20 mm, length 11 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-552-11-07/
12-552-12-07,"Dilating forceps, 10°, Ø 0.30 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-552-12-07/
12-553-01-07,"Micro forceps, Ø 0.5 mm, 1 x 2 teeth, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-553-01-07/
12-553-05-07,"Micro forceps, ring Ø 1.2 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-553-05-07/
12-553-06-07,"Micro forceps, triangle-tip, length 11 cm",Plastic Surgery; General Surgery; Neurosurgery,https://www.klsmartin.com/shop/en/products/product/12-553-06-07/
12-553-07-07,"Micro forceps, Ø 0,5 mm, 1 x 2 teeth, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-553-07-07/
12-553-08-07,"Micro forceps, ring Ø 1.2 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-553-08-07/
12-553-09-07,"Micro forceps, triangle-tip, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-553-09-07/
12-560-00-07,"Micro forceps, straight, Ø 0.3 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-560-00-07/
12-560-02-07,"Dilating forceps, 10°, 5 mm x 0.2 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-560-02-07/
12-560-03-07,"Dilating forceps, 10°, 5 mm x 0.3 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-560-03-07/
12-560-05-07,"Micro forceps, tip ""Pierse"", straight, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-560-05-07/
12-560-45-07,"Micro forceps, 45°, width 0.3 mm, length 11 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-560-45-07/
12-561-00-07,"Micro forceps, straight, Ø 0.3 mm, length 13.5 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-561-00-07/
12-561-02-07,"Dilating forceps, 10°, 5 mm x 0.2 mm, length 13.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-561-02-07/
12-561-03-07,"Dilating forceps, 10°, 5 mm x 0.3 mm, length 13.5 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-561-03-07/
12-561-05-07,"Micro forceps, tip ""Pierse"", straight, length 13.5 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-561-05-07/
12-561-45-07,"Micro forceps, 45° angled, Ø 0.3 mm, length 13.5 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-561-45-07/
12-562-00-07,"Micro forceps, straight, 6 mm x 0.3 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-562-00-07/
12-562-01-07,"Micro weight forceps, counter balance, curved, 6 mm x 0.3 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-562-01-07/
12-562-02-07,"Micro weight forceps, counter balance, 45°, 6 mm x 0.3 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-562-02-07/
12-562-03-07,"Ring forceps with weight, 1 mm x 0.5 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-562-03-07/
12-562-04-07,"Micro weight forceps, straight, 5 mm x 0.3 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-562-04-07/
12-562-05-07,"Micro weight forceps, straight, tip ""Pierse"", length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-562-05-07/
12-563-00-07,"Micro forceps, counter balance, 6 mm x 0.3 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-563-00-07/
12-563-01-07,"Micro forceps, curved, 6 mm x 0.3 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-563-01-07/
12-563-02-07,"Micro weight forceps, 45°, 6 mm x 0.3 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-563-02-07/
12-563-03-07,"Ring forceps with weight 1 mm x 0.5 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-563-03-07/
12-563-04-07,"Micro weight forceps, straight, 5 mm x 0.3 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-563-04-07/
12-563-05-07,"Micro weight forceps, straight, tip ""Pierse"", length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-563-05-07/
12-564-15-07,"Micro forceps, straight, 6.0 mm x 0.4 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 90-429-16-05 Suggested Surgical Instrument Sets (https://www.klsmartin.com/mediathek/90-429-16-05_Suggested_surgical_instrument_sets_hand_surgery.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-564-15-07/
12-564-18-07,"Micro forceps, straight, 6.0 mm x 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-564-18-07/
12-565-15-07,"Micro forceps, curved, 6.0 mm x 0.4 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-565-15-07/
12-565-18-07,"Micro forceps, curved, 6.0 mm x 0.4 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-565-18-07/
12-566-15-07,"Micro forceps, straight, 6.0 mm x 0.7 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-566-15-07/
12-566-18-07,"Micro forceps, straight, 6.0 mm x 0.7 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-566-18-07/
12-566-21-07,"Micro forceps, straight, 6.0 mm x 0.7 mm, length 21 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-566-21-07/
12-567-15-07,"Micro forceps, curved, 6.0 mm x 0.7 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-567-15-07/
12-567-18-07,"Micro forceps, curved, 6.0 mm x 0.7 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-567-18-07/
12-567-21-07,"Micro forceps, curved, 6.0 mm x 0.7 mm, length 21 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-567-21-07/
12-568-15-07,"Micro forceps, straight, 1 x 2 teeth, width 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-568-15-07/
12-568-18-07,"Micro forceps, straight, 1 x 2 teeth, width 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-568-18-07/
12-569-15-07,"Micro forceps, curved, 1 x 2 teeth, width 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-569-15-07/
12-569-18-07,"Micro forceps, curved, 1 x 2 teeth, width 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-569-18-07/
12-570-15-07,"Micro forceps, straight, 1 x 2 teeth, width 0.7 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-570-15-07/
12-570-18-07,"Micro forceps, straight, 1 x 2 teeth, width 0.7 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-570-18-07/
12-571-15-07,"Micro forceps, curved, 1 x 2 teeth, width 0.7 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-571-15-07/
12-571-18-07,"Micro forceps, curved, 1 x 2 teeth, width 0.7 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-571-18-07/
12-574-15-07,"Ring forceps, straight, Ø 1.0 mm x 0.5 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-574-15-07/
12-574-18-07,"Ring forceps, straight, Ø 1.0 mm x 0.5 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-574-18-07/
12-574-21-07,"Ring forceps, straight, Ø 1.0 mm x 0.5 mm, length 21 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-574-21-07/
12-576-15-07,"Ring forceps, straight, Ø 2.0 mm x 1.0 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-576-15-07/
12-576-18-07,"Ring forceps, straight, Ø 2.0 mm x 1.0 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-576-18-07/
12-576-21-07,"Ring forceps, straight, Ø 2.0 mm x 1.0 mm, length 21 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-576-21-07/
12-578-15-09,"Micro forceps, straight, 6.0 mm x 0.4 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-578-15-09/
12-578-18-09,"Micro forceps, straight, 6.0 mm x 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-578-18-09/
